Order Date,Order ID,Cust. ID,Cust. Name,Cust. Segment,Order Details ID,Product ID,Product Name,Prod. Category,Prod. Subcategory,Prod. Manufacturer,Quantity,Discount,Profit,Profit Ratio,Sales,Shipping Date,Shipping City,Ship State,Ship Region,Ship Post Code,Ship Mode,Year,
4/10/2017,CA-2017-123358,112,Brian Thompson,Consumer,4149,1362,Rogers Profile Extra Capacity Storage Tub,Office Supplies,Storage,Rogers,9,0.00%,$6.00,4.00%,$151.00,4/17/2017,San Francisco,California,West,94122,Standard Class,2017,Apr-2017
4/10/2017,CA-2017-123358,112,Brian Thompson,Consumer,4150,658,Fellowes Staxonsteel Drawer Files,Office Supplies,Storage,Fellowes,3,0.00%,$81.00,14.00%,$580.00,4/17/2017,San Francisco,California,West,94122,Standard Class,2017,Apr-2017
4/10/2017,CA-2017-124814,280,Filia McAdams,Corporate,4208,1832,Xerox 227,Office Supplies,Paper,Xerox,2,0.00%,$6.00,48.00%,$13.00,4/16/2017,Bakersfield,California,West,93309,Standard Class,2017,Apr-2017
4/10/2017,CA-2017-124814,280,Filia McAdams,Corporate,4209,1635,"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear",Office Supplies,Binders,Wilson Jones,5,20.00%,$8.00,35.00%,$23.00,4/16/2017,Bakersfield,California,West,93309,Standard Class,2017,Apr-2017
4/10/2017,US-2017-114622,413,Justin Ritter,Corporate,9069,1642,Wilson Jones Hanging Recycled Pressboard Data Binders,Office Supplies,Binders,Wilson Jones,2,70.00%,-$7.00,-73.00%,$9.00,4/12/2017,Springfield,Ohio,East,45503,First Class,2017,Apr-2017
4/12/2017,CA-2017-112102,107,Brian Dahlen,Consumer,3822,1741,Xerox 1945,Office Supplies,Paper,Xerox,1,0.00%,$20.00,49.00%,$41.00,4/16/2017,Springfield,Virginia,South,22153,Standard Class,2017,Apr-2017
4/12/2017,CA-2017-112102,107,Brian Dahlen,Consumer,3823,774,Globe Weis Peel & Seel First Class Envelopes,Office Supplies,Envelopes,Global,5,0.00%,$29.00,45.00%,$64.00,4/16/2017,Springfield,Virginia,South,22153,Standard Class,2017,Apr-2017
4/12/2017,CA-2017-112102,107,Brian Dahlen,Consumer,3824,964,KI Adjustable-Height Table,Furniture,Tables,KI,4,0.00%,$76.00,22.00%,$344.00,4/16/2017,Springfield,Virginia,South,22153,Standard Class,2017,Apr-2017
4/12/2017,CA-2017-124254,744,Thomas Boland,Corporate,4180,1569,"TOPS ""Important Message"" Pads, Canary, 4-1/4 x 5-1/2, 50 Sheets per Pad",Office Supplies,Paper,TOPS,3,20.00%,$3.00,34.00%,$10.00,4/17/2017,Wilson,North Carolina,South,27893,Standard Class,2017,Apr-2017
4/12/2017,CA-2017-124254,744,Thomas Boland,Corporate,4181,635,Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,Office Supplies,Storage,Fellowes,1,20.00%,-$5.00,-10.00%,$52.00,4/17/2017,Wilson,North Carolina,South,27893,Standard Class,2017,Apr-2017
4/12/2017,CA-2017-124254,744,Thomas Boland,Corporate,4182,634,Fellowes Bankers Box Recycled Super Stor/Drawer,Office Supplies,Storage,Fellowes,3,20.00%,-$23.00,-18.00%,$130.00,4/17/2017,Wilson,North Carolina,South,27893,Standard Class,2017,Apr-2017
4/12/2017,CA-2017-142398,86,Beth Paige,Consumer,4720,948,JM Magazine Binder,Office Supplies,Binders,Other,1,20.00%,$5.00,35.00%,$13.00,4/16/2017,Los Angeles,California,West,90036,Standard Class,2017,Apr-2017
4/12/2017,CA-2017-142398,86,Beth Paige,Consumer,4721,831,Hon Comfortask Task/Swivel Chairs,Furniture,Chairs,Hon,7,20.00%,-$32.00,-5.00%,$638.00,4/16/2017,Los Angeles,California,West,90036,Standard Class,2017,Apr-2017
4/12/2017,CA-2017-163594,352,Jason Fortune-,Consumer,5394,1809,Xerox 206,Office Supplies,Paper,Xerox,3,0.00%,$9.00,48.00%,$19.00,4/14/2017,Los Angeles,California,West,90036,First Class,2017,Apr-2017
4/12/2017,CA-2017-163594,352,Jason Fortune-,Consumer,5395,124,Aluminum Screw Posts,Office Supplies,Binders,Other,3,20.00%,$14.00,38.00%,$37.00,4/14/2017,Los Angeles,California,West,90036,First Class,2017,Apr-2017
4/12/2017,CA-2017-163594,352,Jason Fortune-,Consumer,5396,754,"Global Geo Office Task Chair, Gray",Furniture,Chairs,Global,3,20.00%,-$36.00,-19.00%,$194.00,4/14/2017,Los Angeles,California,West,90036,First Class,2017,Apr-2017
4/13/2017,CA-2017-152800,727,Susan Pistek,Consumer,5050,1292,Poly String Tie Envelopes,Office Supplies,Envelopes,Poly,3,0.00%,$3.00,47.00%,$6.00,4/15/2017,San Francisco,California,West,94109,First Class,2017,Apr-2017
4/14/2017,CA-2017-112669,430,Kean Takahito,Consumer,3845,652,"Fellowes Personal Hanging Folder Files, Navy",Office Supplies,Storage,Fellowes,4,20.00%,$4.00,10.00%,$43.00,4/14/2017,Glendale,Arizona,West,85301,Same Day,2017,Apr-2017
4/14/2017,CA-2017-112669,430,Kean Takahito,Consumer,3846,824,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,Furniture,Chairs,Hon,4,20.00%,$105.00,11.00%,$934.00,4/14/2017,Glendale,Arizona,West,85301,Same Day,2017,Apr-2017
4/14/2017,CA-2017-148796,609,Philip Brown,Consumer,4929,319,Bevis Steel Folding Chairs,Furniture,Chairs,Bevis,5,20.00%,$38.00,10.00%,$384.00,4/18/2017,Los Angeles,California,West,90004,Standard Class,2017,Apr-2017
4/14/2017,CA-2017-164735,759,Tom Boeckenhauer,Consumer,5429,54,Acco Perma 4000 Stacking Storage Drawers,Office Supplies,Storage,Acco,5,0.00%,$12.00,15.00%,$81.00,4/19/2017,Alexandria,Virginia,South,22304,Second Class,2017,Apr-2017
4/14/2017,CA-2017-166625,371,Jill Matthias,Consumer,5493,705,GBC ProClick Spines for 32-Hole Punch,Office Supplies,Binders,GBC,2,0.00%,$12.00,47.00%,$25.00,4/17/2017,Baltimore,Maryland,East,21215,First Class,2017,Apr-2017
4/15/2017,CA-2017-117849,407,Julie Kriz,Home Office,4011,1704,Xerox 1911,Office Supplies,Paper,Xerox,3,0.00%,$69.00,48.00%,$144.00,4/17/2017,San Diego,California,West,92105,Second Class,2017,Apr-2017
4/15/2017,CA-2017-136406,88,Bill Donatelli,Consumer,4563,828,HON 5400 Series Task Chairs for Big and Tall,Furniture,Chairs,Hon,2,20.00%,$0.00,0.00%,"$1,122.00",4/17/2017,San Francisco,California,West,94110,Second Class,2017,Apr-2017
4/15/2017,US-2017-123750,652,Ross Baird,Home Office,9123,1666,Woodgrain Magazine Files by Perma,Office Supplies,Storage,Other,2,20.00%,-$1.00,-16.00%,$5.00,4/21/2017,Gastonia,North Carolina,South,28052,Standard Class,2017,Apr-2017
4/15/2017,US-2017-123750,652,Ross Baird,Home Office,9124,703,GBC ProClick 150 Presentation Binding System,Office Supplies,Binders,GBC,2,70.00%,-$145.00,-77.00%,$190.00,4/21/2017,Gastonia,North Carolina,South,28052,Standard Class,2017,Apr-2017
4/15/2017,US-2017-123750,652,Ross Baird,Home Office,9125,922,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,Technology,Accessories,Imation,5,20.00%,$55.00,19.00%,$292.00,4/21/2017,Gastonia,North Carolina,South,28052,Standard Class,2017,Apr-2017
4/15/2017,US-2017-132423,552,Muhammed Yedwab,Corporate,9182,910,Ideal Clamps,Office Supplies,Fasteners,Other,5,20.00%,$3.00,36.00%,$8.00,4/19/2017,Grapevine,Texas,Central,76051,Standard Class,2017,Apr-2017
4/15/2017,US-2017-132423,552,Muhammed Yedwab,Corporate,9183,526,"Dixon Ticonderoga Erasable Colored Pencil Set, 12-Color",Office Supplies,Art,Dixon,7,20.00%,$6.00,18.00%,$33.00,4/19/2017,Grapevine,Texas,Central,76051,Standard Class,2017,Apr-2017
4/16/2017,CA-2017-105473,119,Bryan Mills,Consumer,3614,1516,Stiletto Hand Letter Openers,Office Supplies,Supplies,Other,3,0.00%,$1.00,3.00%,$29.00,4/18/2017,Seattle,Washington,West,98115,Second Class,2017,Apr-2017
4/16/2017,CA-2017-166282,604,Pete Kriz,Consumer,5483,1075,Memorex Froggy Flash Drive 4 GB,Technology,Accessories,Memorex,4,20.00%,$8.00,24.00%,$35.00,4/22/2017,Nashville,Tennessee,South,37211,Standard Class,2017,Apr-2017
4/16/2017,CA-2017-166282,604,Pete Kriz,Consumer,5484,1497,Standard Line “While You Were Out” Hardbound Telephone Message Book,Office Supplies,Paper,Standard,7,20.00%,$40.00,33.00%,$123.00,4/22/2017,Nashville,Tennessee,South,37211,Standard Class,2017,Apr-2017
4/16/2017,US-2017-107440,91,Bill Shonely,Corporate,9000,1496,Stacking Trays by OIC,Furniture,Furnishings,Other,2,0.00%,$3.00,33.00%,$10.00,4/20/2017,Lakewood,New Jersey,East,8701,Standard Class,2017,Apr-2017
4/16/2017,US-2017-107440,91,Bill Shonely,Corporate,9001,1650,Wilson Jones Standard D-Ring Binders,Office Supplies,Binders,Wilson Jones,5,0.00%,$12.00,47.00%,$25.00,4/20/2017,Lakewood,New Jersey,East,8701,Standard Class,2017,Apr-2017
4/16/2017,US-2017-107440,91,Bill Shonely,Corporate,9002,20,"3D Systems Cube Printer, 2nd Generation, Magenta",Technology,Machines,3D Systems,7,0.00%,"$2,366.00",26.00%,"$9,100.00",4/20/2017,Lakewood,New Jersey,East,8701,Standard Class,2017,Apr-2017
4/16/2017,US-2017-164588,61,Arthur Prichep,Consumer,9387,1158,Newell 341,Office Supplies,Art,Newell,3,0.00%,$4.00,29.00%,$13.00,4/23/2017,Columbus,Georgia,South,31907,Standard Class,2017,Apr-2017
4/17/2017,CA-2017-108735,368,Jessica Myrick,Consumer,3708,390,"Bush Westfield Collection Bookcases, Fully Assembled",Furniture,Bookcases,Other,3,15.00%,$24.00,9.00%,$257.00,4/21/2017,Lakewood,California,West,90712,Standard Class,2017,Apr-2017
4/17/2017,CA-2017-149111,78,Ben Ferrer,Home Office,4936,730,"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs",Furniture,Furnishings,GE,8,20.00%,$6.00,34.00%,$19.00,4/21/2017,Raleigh,North Carolina,South,27604,Second Class,2017,Apr-2017
4/17/2017,CA-2017-149111,78,Ben Ferrer,Home Office,4937,1108,Motorola L804,Technology,Phones,Motorola,1,20.00%,$4.00,11.00%,$37.00,4/21/2017,Raleigh,North Carolina,South,27604,Second Class,2017,Apr-2017
4/17/2017,US-2017-133508,689,Sean Wendt,Home Office,9190,111,"Advantus Push Pins, Aluminum Head",Office Supplies,Fasteners,Advantus,5,0.00%,$9.00,31.00%,$29.00,4/21/2017,Omaha,Nebraska,Central,68104,Standard Class,2017,Apr-2017
4/17/2017,US-2017-159415,144,Charles Sheldon,Corporate,9360,1593,"Ultra Door Kickplate, 8""H x 34""W",Furniture,Furnishings,Ultra,5,20.00%,$14.00,18.00%,$79.00,4/22/2017,Columbia,Tennessee,South,38401,Standard Class,2017,Apr-2017
4/18/2017,CA-2017-125087,740,Thea Hudgings,Corporate,4212,877,"Howard Miller 16"" Diameter Gallery Wall Clock",Furniture,Furnishings,Howard Miller,5,60.00%,-$67.00,-53.00%,$128.00,4/23/2017,Houston,Texas,Central,77070,Standard Class,2017,Apr-2017
4/18/2017,CA-2017-125087,740,Thea Hudgings,Corporate,4213,755,"Global High-Back Leather Tilter, Burgundy",Furniture,Chairs,Global,4,30.00%,-$93.00,-27.00%,$344.00,4/23/2017,Houston,Texas,Central,77070,Standard Class,2017,Apr-2017
4/18/2017,CA-2017-125087,740,Thea Hudgings,Corporate,4214,1550,Tennsco 16-Compartment Lockers with Coat Rack,Office Supplies,Storage,Tennsco,3,20.00%,$78.00,5.00%,"$1,555.00",4/23/2017,Houston,Texas,Central,77070,Standard Class,2017,Apr-2017
4/18/2017,CA-2017-139381,655,Roy Französisch,Consumer,4636,1458,"SKILCRAFT Telephone Shoulder Rest, 2"" x 6.5"" x 2.5"", Black",Technology,Phones,Other,4,0.00%,$8.00,27.00%,$30.00,4/22/2017,Chesapeake,Virginia,South,23320,Standard Class,2017,Apr-2017
4/18/2017,CA-2017-139381,655,Roy Französisch,Consumer,4637,611,Eureka The Boss Cordless Rechargeable Stick Vac,Office Supplies,Appliances,Eureka,4,0.00%,$55.00,27.00%,$204.00,4/22/2017,Chesapeake,Virginia,South,23320,Standard Class,2017,Apr-2017
4/18/2017,CA-2017-144785,165,Cindy Schnelling,Corporate,4789,74,"Acme Design Line 8"" Stainless Steel Bent Scissors w/Champagne Handles, 3-1/8"" Cut",Office Supplies,Supplies,Acme,1,0.00%,$2.00,27.00%,$7.00,4/23/2017,New York City,New York,East,10009,Standard Class,2017,Apr-2017
4/18/2017,CA-2017-144785,165,Cindy Schnelling,Corporate,4790,126,American Pencil,Office Supplies,Art,Other,3,0.00%,$2.00,29.00%,$7.00,4/23/2017,New York City,New York,East,10009,Standard Class,2017,Apr-2017
4/18/2017,CA-2017-155551,171,Clay Rozendal,Home Office,5124,98,"Adams Telephone Message Books, 5 1/4” x 11”",Office Supplies,Paper,Adams,2,20.00%,$3.00,34.00%,$10.00,4/23/2017,Elmhurst,Illinois,Central,60126,Standard Class,2017,Apr-2017
4/18/2017,CA-2017-155551,171,Clay Rozendal,Home Office,5125,1382,Safco Industrial Wire Shelving,Office Supplies,Storage,SAFCO,3,20.00%,-$49.00,-21.00%,$230.00,4/23/2017,Elmhurst,Illinois,Central,60126,Standard Class,2017,Apr-2017
4/19/2017,CA-2017-109666,447,Kunst Miller,Consumer,3734,321,BIC Brite Liner Grip Highlighters,Office Supplies,Art,BIC,2,0.00%,$1.00,45.00%,$3.00,4/26/2017,New York City,New York,East,10035,Standard Class,2017,Apr-2017
4/19/2017,CA-2017-109666,447,Kunst Miller,Consumer,3735,80,Acme Kleen Earth Office Shears,Office Supplies,Supplies,Acme,2,0.00%,$2.00,29.00%,$8.00,4/26/2017,New York City,New York,East,10035,Standard Class,2017,Apr-2017
4/19/2017,CA-2017-109666,447,Kunst Miller,Consumer,3736,1635,"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear",Office Supplies,Binders,Wilson Jones,2,20.00%,$3.00,35.00%,$9.00,4/26/2017,New York City,New York,East,10035,Standard Class,2017,Apr-2017
4/19/2017,CA-2017-109666,447,Kunst Miller,Consumer,3737,732,Gear Head AU3700S Headset,Technology,Phones,Other,2,0.00%,$1.00,3.00%,$26.00,4/26/2017,New York City,New York,East,10035,Standard Class,2017,Apr-2017
4/19/2017,CA-2017-109666,447,Kunst Miller,Consumer,3738,671,Fiskars Softgrip Scissors,Office Supplies,Supplies,Fiskars,5,0.00%,$15.00,28.00%,$55.00,4/26/2017,New York City,New York,East,10035,Standard Class,2017,Apr-2017
4/19/2017,CA-2017-109666,447,Kunst Miller,Consumer,3739,1238,Panasonic KP-380BK Classic Electric Pencil Sharpener,Office Supplies,Art,Panasonic,2,0.00%,$18.00,25.00%,$72.00,4/26/2017,New York City,New York,East,10035,Standard Class,2017,Apr-2017
4/19/2017,CA-2017-109666,447,Kunst Miller,Consumer,3740,1484,Space Solutions HD Industrial Steel Shelving.,Office Supplies,Storage,Space Solutions,4,0.00%,$14.00,3.00%,$460.00,4/26/2017,New York City,New York,East,10035,Standard Class,2017,Apr-2017
4/19/2017,US-2017-115819,351,Jas O'Carroll,Consumer,9080,1120,Newell 307,Office Supplies,Art,Newell,3,0.00%,$2.00,28.00%,$5.00,4/24/2017,Los Angeles,California,West,90049,Second Class,2017,Apr-2017
4/19/2017,US-2017-115819,351,Jas O'Carroll,Consumer,9081,134,"Angle-D Binders with Locking Rings, Label Holders",Office Supplies,Binders,Angle-D,1,20.00%,$2.00,34.00%,$6.00,4/24/2017,Los Angeles,California,West,90049,Second Class,2017,Apr-2017
4/19/2017,US-2017-115819,351,Jas O'Carroll,Consumer,9082,235,Avery Binder Labels,Office Supplies,Binders,Avery,3,20.00%,$3.00,35.00%,$9.00,4/24/2017,Los Angeles,California,West,90049,Second Class,2017,Apr-2017
4/19/2017,US-2017-115819,351,Jas O'Carroll,Consumer,9083,95,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages",Office Supplies,Paper,Adams,4,0.00%,$10.00,45.00%,$23.00,4/24/2017,Los Angeles,California,West,90049,Second Class,2017,Apr-2017
4/19/2017,US-2017-115819,351,Jas O'Carroll,Consumer,9084,1303,PowerGen Dual USB Car Charger,Technology,Phones,Other,5,20.00%,$13.00,33.00%,$40.00,4/24/2017,Los Angeles,California,West,90049,Second Class,2017,Apr-2017
4/19/2017,US-2017-115819,351,Jas O'Carroll,Consumer,9085,1239,Panasonic KP-4ABK Battery-Operated Pencil Sharpener,Office Supplies,Art,Panasonic,5,0.00%,$21.00,29.00%,$73.00,4/24/2017,Los Angeles,California,West,90049,Second Class,2017,Apr-2017
4/19/2017,US-2017-161396,296,Gary Mitchum,Home Office,9366,380,"Bush Andora Conference Table, Maple/Graphite Gray Finish",Furniture,Tables,Bush,2,40.00%,-$58.00,-28.00%,$205.00,4/25/2017,Columbus,Ohio,East,43229,Standard Class,2017,Apr-2017
4/19/2017,US-2017-161396,296,Gary Mitchum,Home Office,9367,1680,Xerox 189,Office Supplies,Paper,Xerox,5,20.00%,$147.00,35.00%,$419.00,4/25/2017,Columbus,Ohio,East,43229,Standard Class,2017,Apr-2017
4/21/2017,CA-2017-146423,112,Brian Thompson,Consumer,4876,459,Colorific Watercolor Pencils,Office Supplies,Art,Other,3,0.00%,$4.00,29.00%,$15.00,4/21/2017,Milford,Connecticut,East,6460,Same Day,2017,Apr-2017
4/21/2017,CA-2017-146423,112,Brian Thompson,Consumer,4877,1812,Xerox 209,Office Supplies,Paper,Xerox,8,0.00%,$25.00,48.00%,$52.00,4/21/2017,Milford,Connecticut,East,6460,Same Day,2017,Apr-2017
4/21/2017,CA-2017-151498,245,Duane Noonan,Consumer,5002,1364,Round Ring Binders,Office Supplies,Binders,Other,5,20.00%,$3.00,34.00%,$8.00,4/24/2017,Seattle,Washington,West,98115,First Class,2017,Apr-2017
4/21/2017,US-2017-103646,702,Sibella Parks,Corporate,8977,1261,"Performers Binder/Pad Holder, Black",Office Supplies,Binders,Other,8,80.00%,-$67.00,-150.00%,$45.00,4/26/2017,Chicago,Illinois,Central,60623,Standard Class,2017,Apr-2017
4/21/2017,US-2017-103646,702,Sibella Parks,Corporate,8978,949,Kensington 4 Outlet MasterPiece Compact Power Control Center,Office Supplies,Appliances,Kensington,3,80.00%,-$127.00,-260.00%,$49.00,4/26/2017,Chicago,Illinois,Central,60623,Standard Class,2017,Apr-2017
4/21/2017,US-2017-103646,702,Sibella Parks,Corporate,8979,636,Fellowes Bankers Box Stor/Drawer Steel Plus,Office Supplies,Storage,Fellowes,4,20.00%,-$13.00,-13.00%,$102.00,4/26/2017,Chicago,Illinois,Central,60623,Standard Class,2017,Apr-2017
4/22/2017,CA-2017-101329,527,Michael Moore,Consumer,3504,1134,Newell 32,Office Supplies,Art,Newell,1,0.00%,$1.00,28.00%,$3.00,4/29/2017,Rome,New York,East,13440,Standard Class,2017,Apr-2017
4/22/2017,CA-2017-101329,527,Michael Moore,Consumer,3505,280,Barrel Sharpener,Office Supplies,Art,Other,9,0.00%,$8.00,26.00%,$32.00,4/29/2017,Rome,New York,East,13440,Standard Class,2017,Apr-2017
4/22/2017,CA-2017-109057,762,Tonja Turnell,Home Office,3720,1271,Pizazz Global Quick File,Office Supplies,Storage,Other,2,20.00%,$2.00,10.00%,$24.00,4/27/2017,Aurora,Illinois,Central,60505,Standard Class,2017,Apr-2017
4/22/2017,CA-2017-109869,735,Tanja Norvell,Home Office,3756,592,Eldon Wave Desk Accessories,Furniture,Furnishings,Eldon,5,20.00%,$7.00,30.00%,$24.00,4/29/2017,Phoenix,Arizona,West,85023,Standard Class,2017,Apr-2017
4/22/2017,CA-2017-109869,735,Tanja Norvell,Home Office,3757,1291,Poly Designer Cover & Back,Office Supplies,Binders,Poly,5,70.00%,-$21.00,-73.00%,$28.00,4/29/2017,Phoenix,Arizona,West,85023,Standard Class,2017,Apr-2017
4/22/2017,CA-2017-109869,735,Tanja Norvell,Home Office,3758,654,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",Office Supplies,Appliances,Fellowes,2,20.00%,$6.00,8.00%,$78.00,4/29/2017,Phoenix,Arizona,West,85023,Standard Class,2017,Apr-2017
4/22/2017,CA-2017-109869,735,Tanja Norvell,Home Office,3759,1308,Premier Electric Letter Opener,Office Supplies,Supplies,Premier,2,20.00%,-$35.00,-19.00%,$185.00,4/29/2017,Phoenix,Arizona,West,85023,Standard Class,2017,Apr-2017
4/22/2017,CA-2017-109869,735,Tanja Norvell,Home Office,3760,377,Bush Advantage Collection Racetrack Conference Table,Furniture,Tables,Bush,6,50.00%,-$814.00,-64.00%,"$1,273.00",4/29/2017,Phoenix,Arizona,West,85023,Standard Class,2017,Apr-2017
4/22/2017,CA-2017-113061,248,Ed Ludwig,Home Office,3857,554,Eldon Advantage Chair Mats for Low to Medium Pile Carpets,Furniture,Furnishings,Eldon,2,0.00%,$9.00,10.00%,$87.00,4/26/2017,Jefferson City,Missouri,Central,65109,Standard Class,2017,Apr-2017
4/22/2017,CA-2017-147578,592,Paul Gonzalez,Consumer,4912,1594,Ultra Door Pull Handle,Furniture,Furnishings,Ultra,3,0.00%,$10.00,33.00%,$32.00,4/26/2017,San Francisco,California,West,94122,Second Class,2017,Apr-2017
4/23/2017,CA-2017-124149,515,Max Jones,Consumer,4176,574,Eldon Fold 'N Roll Cart System,Office Supplies,Storage,Eldon,5,20.00%,$6.00,11.00%,$56.00,4/26/2017,Lancaster,Ohio,East,43130,First Class,2017,Apr-2017
4/23/2017,CA-2017-124149,515,Max Jones,Consumer,4177,1738,Xerox 1942,Office Supplies,Paper,Xerox,2,20.00%,$29.00,38.00%,$78.00,4/26/2017,Lancaster,Ohio,East,43130,First Class,2017,Apr-2017
4/23/2017,CA-2017-124149,515,Max Jones,Consumer,4178,599,Embossed Ink Jet Note Cards,Office Supplies,Paper,Other,6,20.00%,$38.00,35.00%,$108.00,4/26/2017,Lancaster,Ohio,East,43130,First Class,2017,Apr-2017
4/23/2017,CA-2017-126270,58,Art Ferguson,Consumer,4247,1343,Recycled Pressboard Report Cover with Reinforced Top Hinge,Office Supplies,Binders,Other,7,20.00%,$7.00,36.00%,$18.00,4/27/2017,San Clemente,California,West,92672,Standard Class,2017,Apr-2017
4/23/2017,CA-2017-126270,58,Art Ferguson,Consumer,4248,1341,"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13",Office Supplies,Envelopes,Other,3,0.00%,$36.00,50.00%,$72.00,4/27/2017,San Clemente,California,West,92672,Standard Class,2017,Apr-2017
4/23/2017,CA-2017-130001,325,Heather Kirkland,Corporate,4369,1479,Southworth 25% Cotton Linen-Finish Paper & Envelopes,Office Supplies,Paper,Southworth,5,20.00%,$11.00,31.00%,$36.00,4/28/2017,Charlotte,North Carolina,South,28205,Standard Class,2017,Apr-2017
4/23/2017,CA-2017-162138,307,Grace Kelly,Corporate,5342,1031,Logitech Wireless Headset h800,Technology,Accessories,Logitech,1,0.00%,$35.00,35.00%,$100.00,4/27/2017,Hesperia,California,West,92345,Standard Class,2017,Apr-2017
4/23/2017,CA-2017-162138,307,Grace Kelly,Corporate,5343,899,Ibico Laser Imprintable Binding System Covers,Office Supplies,Binders,Ibico,6,20.00%,$82.00,33.00%,$252.00,4/27/2017,Hesperia,California,West,92345,Standard Class,2017,Apr-2017
4/24/2017,CA-2017-138933,341,Jack Lebron,Consumer,4623,410,Cardinal Holdit Business Card Pockets,Office Supplies,Binders,Cardinal,1,20.00%,$1.00,35.00%,$4.00,4/27/2017,Riverside,California,West,92503,First Class,2017,Apr-2017
4/24/2017,CA-2017-149279,179,Craig Leslie,Home Office,4945,1645,Wilson Jones Impact Binders,Office Supplies,Binders,Wilson Jones,2,70.00%,-$2.00,-70.00%,$3.00,4/28/2017,Colorado Springs,Colorado,West,80906,Standard Class,2017,Apr-2017
4/24/2017,CA-2017-149279,179,Craig Leslie,Home Office,4946,1831,Xerox 226,Office Supplies,Paper,Xerox,3,20.00%,$5.00,35.00%,$16.00,4/28/2017,Colorado Springs,Colorado,West,80906,Standard Class,2017,Apr-2017
4/24/2017,CA-2017-149279,179,Craig Leslie,Home Office,4947,1372,SAFCO Arco Folding Chair,Furniture,Chairs,SAFCO,6,20.00%,$149.00,11.00%,"$1,326.00",4/28/2017,Colorado Springs,Colorado,West,80906,Standard Class,2017,Apr-2017
4/24/2017,CA-2017-168081,136,Cathy Armstrong,Home Office,5530,1282,Plantronics S12 Corded Telephone Headset System,Technology,Accessories,Plantronics,3,20.00%,$65.00,25.00%,$259.00,4/27/2017,Houston,Texas,Central,77070,Second Class,2017,Apr-2017
4/25/2017,US-2017-150147,389,John Lucas,Consumer,9293,1636,Wilson Jones Custom Binder Spines & Labels,Office Supplies,Binders,Wilson Jones,3,70.00%,-$3.00,-70.00%,$5.00,4/29/2017,Philadelphia,Pennsylvania,East,19134,Second Class,2017,Apr-2017
4/25/2017,US-2017-150147,389,John Lucas,Consumer,9294,903,Ibico Recycled Grain-Textured Covers,Office Supplies,Binders,Ibico,2,70.00%,-$14.00,-67.00%,$21.00,4/29/2017,Philadelphia,Pennsylvania,East,19134,Second Class,2017,Apr-2017
4/25/2017,US-2017-150147,389,John Lucas,Consumer,9295,157,AT&T 841000 Phone,Technology,Phones,AT&T,2,40.00%,-$21.00,-25.00%,$83.00,4/29/2017,Philadelphia,Pennsylvania,East,19134,Second Class,2017,Apr-2017
4/26/2017,CA-2017-139556,223,Dennis Bolton,Home Office,4644,1210,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,Furniture,Chairs,Office Star,3,10.00%,$63.00,14.00%,$435.00,5/1/2017,New York City,New York,East,10009,Standard Class,2017,Apr-2017
4/28/2017,CA-2017-137204,90,Bill Overfelt,Corporate,4585,767,"Global Stack Chair without Arms, Black",Furniture,Chairs,Global,2,20.00%,$3.00,6.00%,$42.00,5/5/2017,Los Angeles,California,West,90045,Standard Class,2017,Apr-2017
4/28/2017,CA-2017-152814,266,Erica Hernandez,Home Office,5051,1671,Xerox 1881,Office Supplies,Paper,Xerox,3,20.00%,$10.00,34.00%,$29.00,5/2/2017,Denver,Colorado,West,80219,Standard Class,2017,Apr-2017
4/28/2017,CA-2017-161816,576,Nona Balk,Corporate,5333,202,Avery 493,Office Supplies,Labels,Avery,4,20.00%,$6.00,36.00%,$16.00,5/1/2017,Dallas,Texas,Central,75217,First Class,2017,Apr-2017
4/28/2017,CA-2017-161816,576,Nona Balk,Corporate,5334,1176,Nortel Meridian M3904 Professional Digital phone,Technology,Phones,Nortel,3,20.00%,$42.00,11.00%,$370.00,5/1/2017,Dallas,Texas,Central,75217,First Class,2017,Apr-2017
4/28/2017,CA-2017-167605,637,Rob Beeghly,Consumer,5518,561,"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear",Furniture,Furnishings,Eldon,2,60.00%,-$32.00,-105.00%,$30.00,4/30/2017,Saint Charles,Illinois,Central,60174,Second Class,2017,Apr-2017
4/30/2017,CA-2017-144792,440,Ken Dana,Corporate,4791,12,12-1/2 Diameter Round Wall Clock,Furniture,Furnishings,Other,7,20.00%,$22.00,20.00%,$112.00,5/4/2017,Scottsdale,Arizona,West,85254,Standard Class,2017,Apr-2017
